Strain,Stress (MPa)
9.682377164914478e-06,0.08982949360424836
1.3923156480892697e-05,0.5815350089521063
2.4443243577103463e-05,1.8019713221644877
4.768725805987407e-05,4.503841097645818
7.831090354883261e-05,8.037569735837181
0.00011376585610704414,11.955974554497928
0.00014135326931280932,15.181159940369934
0.00015077586216065018,16.48570157392895
0.00017485806204930326,19.13272814350401
0.0002009210886477251,22.198952017934374
0.00022643221130564265,24.965765378733494
0.00025542504484618453,28.144971740573872
0.00028411917049523815,31.303837812391166
0.00031675616886203553,34.81490914896089
0.0003569430493676795,39.20998134632971
0.00040090152145565877,43.699195506610685
0.00044327910985301615,48.209770341707355
0.0004885123704603633,52.978599754731285
0.0005357252750705685,58.087098082114295
0.0005837484128583913,62.944765089835194
0.0006266501306832527,67.66831819451706
0.0006800850864543338,73.22866075445555
0.0007390037626770084,79.06420617816102
0.0007999113743004148,84.93004079951825
0.0008709224010395576,92.01959020884135
0.0009421195351329392,98.95501213645073
0.0010149329067949896,105.67924031986533
0.001086732845245557,112.3156960227273
0.0011642870620867927,119.14411264222689
0.0012436613364421524,125.93856942267503
0.0013332447281150842,133.47818885696043
0.0014146031473806823,140.2295943450308
0.0015019146911377781,147.04528764658073
0.0015929143945264393,153.86019226024615
0.0016966048872141862,161.39870236125626
0.0018020821746482277,168.64883660600256
0.0019107649346857094,175.6483876117497
0.00201658969857234,182.0256130812435
0.0021334896632048046,188.81861675301872
0.002266847261883946,196.00838304017188
0.0024034675047310754,202.9423908626495
0.0025502710963642918,209.68354068704286
0.0027024875755465357,216.14957495210732
0.002873459296491624,223.00647549489145
0.0030485517123757617,229.41830662951352
0.003237966623813541,235.7656576541275
0.0034415139362259546,241.8847109746894
0.0036619511211334497,247.91311190206667
0.0039001226203559656,253.71926158133058
0.004156819662269835,259.37606670149773
0.004437851802170906,264.77235084320216
0.005232088117585212,277.42158927638457
0.0065243767469233575,289.6363418669453
0.008075153002240392,297.89856086003715
0.009859619628362983,303.19505398815744
0.011825957371578249,306.6824812420179
0.013920547802657517,309.1720038023917
0.0160845649789131,311.1213282247765
0.018305155158699186,312.7426954530942
0.020546501119346056,314.1638874375944
0.022808340088189275,315.42428142778357
0.025261500397169966,316.5711415520144
0.028651654546320574,317.6473698914432
0.03217961621767294,318.62301626175554
0.035707353067755784,319.5447343405318
0.03923568726813803,320.39765652211776
0.042762827512979655,321.22746502380124
0.046290491161108165,322.00406181063516
0.04981789292132866,322.7424559894926
0.053345853475093935,323.42807474892606
0.056873218354940504,324.1034745805759
0.060400546726942214,324.74835368773944
0.06392880567646043,325.3523062884593
0.0674563191953899,325.9390365581099
0.0709845412645341,326.50512669801464
0.07451168113684664,327.04655662225707
0.07803926990664017,327.5695505703588
0.08156711981928366,328.08417508417506
0.08509508186316506,328.569093412574
0.08862214760220065,329.04188436084985
0.09215014503633986,329.4914491538953
0.09567836747801317,329.9325247808545
0.09920614139473452,330.36424137205387
0.1027338780585529,330.78035201149424
0.10626161621248739,331.1752374680716
0.10978916847443593,331.5715379368397
0.11331675538158432,331.9402928349588
0.1168446038041116,332.30032817398126
0.12037200742697733,332.6542372358644
0.12389974409079568,332.99656587425983
0.12742766925430313,333.3223207288401
0.1309550706419946,333.63893152066646
0.13448258229827892,333.9545563392546
0.13801076972222343,334.2500235835365
0.14153802358841913,334.5385881080924
0.14506613203620924,334.8097996850691
0.14859401696658145,335.09563033350753
0.15212208890652673,335.3418116147103
0.15564919376111044,335.604525862069
0.1591774921987058,335.81837502176944
0.16270519011950504,336.05685809241845
0.1662327800068856,336.2916938784396
0.16976066568231596,336.5189874680715
0.1732883665833474,336.7352076802508
0.17681617775297176,336.932004128933
0.18034376689529427,337.151720146871
0.1838714663062097,337.37219174503656
0.1873990174505712,337.6145824262743
0.19092682862019555,337.81716500493445
0.19445449152326597,337.91941324161155
0.19798249044752136,337.90568580924185
0.2015103776130677,338.0728114478115
0.20503845178818722,338.3160284598863
0.20856581219768536,338.5580989492627
0.2120942216489315,338.7580238447696
0.21562210955953598,338.91186016051324
0.21914943793153807,339.04335742482294
0.22267743164038656,339.1666004513526
0.22620472499465955,339.2627106191223
0.2297331314656737,339.3429028068037
0.23326046207284953,339.4341837919424
0.23678842299914368,339.495995334088
0.2403159376356606,339.57386454342276
0.24384397157764465,339.6206143692674
0.24737152197694803,339.65443043945197
0.2508988496038915,339.6722133330431
0.2544271838042737,339.66780865406946
0.2579549562308791,339.6419919380587
0.2614830676589012,339.61319553291537
0.2650104675564767,339.56803124637173
0.26853851043915755,339.5022749042146
0.2720657970879079,339.4537916884361
0.2755939778063298,339.36788502844536
0.2791211616370679,339.28547145303617
0.28264915907120736,339.12366753018694
0.2861775349948407,338.938934967491
0.2897053759667876,338.7083732439336
0.2932330053422453,338.4141259941368
0.29676096254324924,338.0465792987345
0.30028903895354275,337.59025782247767
0.30381673985457447,337.02451055091143
0.30734406077599535,336.35338296760716
0.31087180489039434,335.53538528242194
0.3143996473524572,334.553646196157
0.31792723649478,333.38926259723684
0.3214553531382085,332.00774084233143
0.3249830883119109,330.3178053886567
0.3285113450262548,328.2692087904911
0.33203952872490883,325.7587513061651
0.33556793594098117,322.54459465343086
0.3390958976123335,318.35928247997214
0.34262457453942313,312.67964758939974
0.3461537610862257,304.7337445939278
0.3496828388545516,293.33782055468475
0.35222623894711,245.11504251138606
