Strain,Stress (MPa)
1.8252654068864083e-06,0.4544276285773416
1.2485285117748355e-05,2.1529153186354564
2.8425578444114723e-05,5.229369359804932
5.731572889595825e-05,10.121711963806751
9.405836569891376e-05,16.29419763331096
0.00013086748438178163,22.942738246349112
0.00015744000736555148,28.106714718135787
0.0001664110961206124,30.408636193401332
0.0001815463241433126,33.5422093780232
0.00019906927334483298,37.00001735961732
0.00022036431689736059,41.33690305263286
0.0002463980570387896,46.059550259462284
0.00026702125030675513,50.011942344777644
0.0002946341577404047,55.24071562065424
0.00032330356114067656,60.5324829143577
0.0003543211816354985,66.19730370533271
0.0003875315858527418,72.4322387187742
0.00042594014664752,78.90001493599313
0.0004680520141624248,86.10585058890803
0.0005067023652150628,92.8462291186787
0.0005486043577325861,99.72713197902036
0.0005913999862746669,107.0701138318524
0.0006368723188421091,114.44483671385915
0.0006838964865669938,121.8956716614885
0.0007316223767480214,129.80181003669668
0.0007880021570377386,137.94214245765235
0.0008505056481004095,147.32008659787402
0.0009152536120159882,156.68613790138414
0.0009787757516965601,165.12380713721362
0.0010563898496689609,174.85869217021852
0.0011368936902504745,184.33130663359395
0.001218682811282236,193.13169921348126
0.0013072529618289657,202.12184303868264
0.00140314387824725,211.04275051481125
0.0015210980534680518,220.51649957588398
0.0016425956666130908,228.871934097188
0.0017736367109824304,236.8710077422258
0.0019213305131193582,243.92509685776216
0.002106182351395148,250.84469663055916
0.0023338594982993187,257.34179638446136
0.0025917922364674844,263.0252387942081
0.002885725987994706,268.10084387906613
0.0032173397353977306,272.79056765421666
0.003583675307141278,277.089344854039
0.003979490043980662,280.99385071666603
0.004406260685914787,284.63833930797284
0.0048827960490376065,288.99995814070303
0.00620563695990819,299.7531500574403
0.00794677508381534,307.8466433058845
0.009739364472603087,314.86907996172204
0.01155706117713231,321.01905731700515
0.013397501221311869,326.6153437287797
0.015243674254430118,331.68714804761265
0.017101773618174377,336.41238318639944
0.018972351354000747,340.7646917774969
0.02084696711824615,344.8309018847148
0.02273103911281903,348.61164757466076
0.024690313275174885,352.1722903953844
0.027814323735689053,355.4850831197735
0.031341464911853155,358.63283593684594
0.034869276454006524,361.5782070471289
0.03839645469680918,364.3488737305587
0.04192363405719892,366.98387650373706
0.045451481362139126,369.44817909878105
0.048979145382796636,371.78119811191317
0.05250692190722117,373.9564771593584
0.05603394964829578,376.0439461573166
0.05956142516926425,378.0028150013838
0.06308893943325175,379.8663812724995
0.0666166041989673,381.6005225580915
0.07014404097691664,383.2767821014298
0.07367196725801123,384.8432500139531
0.07719959179059163,386.31720052289245
0.08072774009898798,387.6931795653378
0.08425514074162138,389.00324656637497
0.08778265537813791,390.2354051311359
0.09131039278701436,391.4017461285964
0.09483798155680791,392.49173569574816
0.09836594211057323,393.50624771808697
0.10189308086529864,394.495413427416
0.10542152980462204,395.3810464155652
0.10894878292575967,396.24483044949915
0.11247640857592717,397.02822246821023
0.1160042912711252,397.8016856215641
0.11953191990152487,398.49149013574043
0.12305898452297345,399.15502358073735
0.12658657217517985,399.77505351594846
0.13011449659362925,400.3501065086556
0.13364227125540865,400.88186855831935
0.13717082971826688,401.35075263887984
0.1406978585769285,401.8201726783206
0.14422600427762158,402.2263495698958
0.1477531471301664,402.6330896724976
0.15128110880151882,402.9544597011247
0.15480817491308346,403.29625975554177
0.15833628559604776,403.5659215614913
0.16186443204179896,403.82554185987834
0.16539194444314134,404.03249466003274
0.1689200201083769,404.2299673468414
0.1724474952568163,404.41601775066744
0.17597523490086683,404.55163714907957
0.17950274655715123,404.687400075463
0.18303074399129046,404.76652395747095
0.18655821988478788,404.84237213147543
0.19008610854045047,404.89332819491085
0.19361376995340482,404.9428635131112
0.19714143583670748,404.9249534024632
0.20066920826331278,404.9134529966605
0.2041972429503548,404.8743189143559
0.2077249445964444,404.8137228583156
0.2112528317619906,404.70535923997477
0.21478079268828534,404.58516819007383
0.21830845410123978,404.44386217710206
0.2218365632940879,404.2680240609565
0.22536434168115743,404.0943770173856
0.22889230111733563,403.88437742725785
0.23241988727942592,403.6620126298801
0.23594758892551543,403.3946036680372
0.2394756221224417,403.11462056582144
0.24300392056003695,402.7644395679656
0.2465314717043984,402.4017044146443
0.2500594676484215,401.9812946353823
0.25358672374979147,401.53115276434147
0.25711457217231903,401.01226462866157
0.26064186403647566,400.45696217489285
0.26417015800372257,399.7681732573742
0.26769800642625,398.969160308317
0.27122626165047786,398.05234541419776
0.2747547552932846,396.9492875344176
0.27828230569258827,395.63345216238156
0.28181040445462374,394.03862384945074
0.28533814856902256,392.14630747223333
0.28886621752873537,389.8757422031246
0.2923938126315226,387.2132583654642
0.2959227711905585,384.07509376191825
0.29945066431656964,380.5285139571687
0.30297892252103,376.4471071446844
0.3065072895039666,371.8073638061264
0.3100356967200389,366.4368041981968
0.31356395790473124,360.304021130515
0.3170927391399493,352.97439373784914
0.32062163362399204,343.37552825560687
0.3241545126785387,297.92467047067873
0.326110237931167,-10.00061231031053
